ref_key	running_id	citation	type	authors	year	title	links	sec	data_type	data_subtype	pattern_type	pattern_subtype	alg_name	algorithm	encoding	notes	mentions	html_ref	bib_string	flnk
lam_zips_2013	95	Lam et al. (2013)	inproceedings	Hoang Thanh Lam, Toon Calders, Jie Yang, Fabian Mörchen, and Dmitriy Fradkin	2013	Zips: mining compressing sequential patterns in streams	<a href='https://doi.org/10.1145/2501511.2501520'>doi:10.1145/2501511.2501520</a>	7.5	temporal	sequence, data stream	substructure	episodes	<alg>Zips</alg>	Builds a directed weighted graph from occurrences of an episode and finds the best collection of occurrences by solving for the maximum weight sum path , using dynamic programming.	universal code for integers	Encoding a sequence by pointing to previous occurrence the event. Considering a streaming setting.	p.36:7.5,p.35,p.36,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Lam, Hoang&nbsp;Thanh, Toon Calders, et al.</span> (<span class='bib-block bib-when'>2013</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Zips: mining compressing sequential patterns in streams.</span>
In <em>Proceedings of the Workshop on Interactive Data Exploration and Analytics, <span class='bibtex-protected'>IDEA</span> @<span class='bibtex-protected'>KDD</span>'13</em>, 54–62. <span class='bibtex-protected'>ACM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/2501511.2501520'>doi:10.1145/2501511.2501520</a>.</span></span>"	"@inproceedings{lam_zips_2013,
    author = {Lam, Hoang Thanh and Calders, Toon and Yang, Jie and M\'{o}rchen, Fabian and Fradkin, Dmitriy},
    title = {Zips: Mining Compressing Sequential Patterns in Streams},
    doi = {10.1145/2501511.2501520},
    pages = {54--62},
    booktitle = {Proceedings of the Workshop on Interactive Data Exploration and Analytics, {IDEA} @{KDD}'13},
    publisher = {{ACM}},
    year = {2013}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LamCYMF13.pdf", "pdf")
bertens_characterising_2014	18	Bertens and Siebes (2014)	inproceedings	Roel Bertens and Arno Siebes	2014	Characterising seismic data	<a href='https://doi.org/10.1137/1.9781611973440.101'>doi:10.1137/1.9781611973440.101</a>	7.5	temporal	seismograms, multiple aligned timeseries	substructure	itemsets, clusters	<alg>MuLTiKrimp</alg>			Extending <alg>Krimp</alg> to analyse <app>seismic data</app>. Coefficients are extracted from input sequences using a Discrete Wavelet Transform (DWT), from which frequent combinations are mined, and used for clustering the seismograms.	p.36:7.5,p.35,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bertens, Roel and Arno Siebes</span> (<span class='bib-block bib-when'>2014</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Characterising seismic data.</span>
In <em>Proceedings of the 2014 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'14</em>, 884–892. \pubSIAM .
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1137/1.9781611973440.101'>doi:10.1137/1.9781611973440.101</a>.</span></span>"	"@inproceedings{bertens_characterising_2014,
    author = {Bertens, Roel and Siebes, Arno},
    title = {Characterising Seismic Data},
    pages = {884--892},
    booktitle = {Proceedings of the 2014 {SIAM} International Conference on Data Mining, {SDM}'14},
    publisher = {\pubSIAM},
    year = {2014},
    doi = {10.1137/1.9781611973440.101}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BertensS14.pdf", "pdf")
lam_mining_2014	98	Lam, Mörchen, Fradkin, and Calders (2014)	article	Hoang Thanh Lam, Fabian Mörchen, Dmitriy Fradkin, and Toon Calders	2014	Mining compressing sequential patterns	<a href='https://doi.org/10.1002/sam.11192'>doi:10.1002/sam.11192</a>	7.5	temporal	sequence	substructure	episodes	<alg>SeqKrimp</alg> (v2), <alg>GoKrimp</alg> (v2)	<alg>SeqKrimp</alg> works with a pre-mined list of candidates which it then filters.<alg>GoKrimp</alg> instead generates candidates on-the-fly.	universal code for integers	Encoding a sequence with absolute positioning. Journal version, extending <rkey>lam_mining_2012</rkey>, using a different encoding.	p.36:7.5,p.35,p.36,p.38	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Lam, Hoang&nbsp;Thanh, Fabian M<span class='bibtex-protected'>ö</span>rchen, et al.</span> (<span class='bib-block bib-when'>2014</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Mining compressing sequential patterns.</span>
<em>Statistical Analysis and Data Mining</em>, 7(1):34–52.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1002/sam.11192'>doi:10.1002/sam.11192</a>.</span></span>"	"@article{lam_mining_2014,
    author = {Lam, Hoang Thanh and M\'{o}rchen, Fabian and Fradkin, Dmitriy and Calders, Toon},
    title = {Mining Compressing Sequential Patterns},
    volume = {7},
    doi = {10.1002/sam.11192},
    pages = {34--52},
    number = {1},
    journal = {Statistical Analysis and Data Mining},
    year = {2014}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LamMFC14.pdf", "pdf")
bertens_keeping_2016	20	Bertens, Vreeken, and Siebes (2016a)	inproceedings	Roel Bertens, Jilles Vreeken, and Arno Siebes	2016	Keeping it short and simple: summarising complex event sequences with multivariate patterns		7.5	temporal	sequence	substructure	episodes	<alg>Ditto</alg>		Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	Building on <alg>Sqs</alg>. Supporting multivariate event sequences. Conference version of <rkey>bertens_keeping_2016-1</rkey>.	p.36:7.5,p.35,p.36,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bertens, Roel, Jilles Vreeken, and Arno Siebes</span> (<span class='bib-block bib-when'>2016</span>a)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Keeping it short and simple: summarising complex event sequences with multivariate patterns.</span>
In <em>Proceedings of the 22th <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'16</em>. <span class='bibtex-protected'>ACM</span>.</span>"	"@inproceedings{bertens_keeping_2016,
    author = {Bertens, Roel and Vreeken, Jilles and Siebes, Arno},
    title = {Keeping it Short and Simple: Summarising Complex Event Sequences with Multivariate Patterns},
    booktitle = {Proceedings of the 22th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'16},
    publisher = {{ACM}},
    year = {2016}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BertensVS16.pdf", "pdf")
bertens_keeping_2016-1	21	Bertens, Vreeken, and Siebes (2016b)	arxiv	Roel Bertens, Jilles Vreeken, and Arno Siebes	2016	Keeping it short and simple: summarising complex event sequences with multivariate patterns	<a href='https://arxiv.org/abs/1512.07056'>arXiv:1512.07056</a>	7.5	temporal	sequence	substructure	episodes				ArXiv version of <rkey>bertens_keeping_2016</rkey>.	p.36:7.5,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bertens, Roel, Jilles Vreeken, and Arno Siebes</span> (<span class='bib-block bib-when'>2016</span>b)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Keeping it short and simple: summarising complex event sequences with multivariate patterns.</span>
<span class='bib-block bib-lnks'><a href='https://arxiv.org/abs/1512.07056'>arXiv:1512.07056</a>.</span></span>"	"@misc{bertens_keeping_2016-1,
    author = {Bertens, Roel and Vreeken, Jilles and Siebes, Arno},
    title = {Keeping it Short and Simple: Summarising Complex Event Sequences with Multivariate Patterns},
    year = {2016},
    eprinttype = {arxiv},
    eprint = {1512.07056}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BertensVS16b.pdf", "pdf")
fowkes_subsequence_2016	56	Fowkes and Sutton (2016)	inproceedings	Jaroslav Fowkes and Charles Sutton	2016	A subsequence interleaving model for sequential pattern mining		7.5	temporal	sequence	substructure	episodes				Comparing a generative probabilistic model of sequence databases to <alg>Sqs</alg> and <alg>GoKrimp</alg>.	p.36:7.5,p.35,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Fowkes, Jaroslav and Charles Sutton</span> (<span class='bib-block bib-when'>2016</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>A subsequence interleaving model for sequential pattern mining.</span>
In <em>Proceedings of the 22nd <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'16</em>, 835–844. <span class='bibtex-protected'>ACM</span>.</span>"	"@inproceedings{fowkes_subsequence_2016,
    author = {Fowkes, Jaroslav and Sutton, Charles},
    title = {A Subsequence Interleaving Model for Sequential Pattern Mining},
    pages = {835--844},
    booktitle = {Proceedings of the 22nd {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'16},
    publisher = {{ACM}},
    year = {2016}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/FowkesSutton16.pdf", "pdf")
ibrahim_discovering_2016	75	Ibrahim, Sastry, and Sastry (2016)	article	A. Ibrahim, Shivakumar Sastry, and P. S. Sastry	2016	Discovering compressing serial episodes from event sequences	<a href='https://doi.org/10.1007/s10115-015-0854-3'>doi:10.1007/s10115-015-0854-3</a>	7.5	temporal	sequence	substructure	episodes	<alg>CSC-1</alg>, <alg>CSC-2</alg> ‘Constrained Serial episode Coding’	Uses finite state automata (FSA) for tracking event occurrences and mining candidates.	fixed-length, universal code for integers	Encoding a timestamped event sequence using episodes with fixed inter-event times.	p.36:7.5,p.35,p.36,p.38	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Ibrahim, A., Shivakumar Sastry, and P.&nbsp;S. Sastry</span> (<span class='bib-block bib-when'>2016</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Discovering compressing serial episodes from event sequences.</span>
<em>Knowledge and Information Systems</em>, 47(2):405–432.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s10115-015-0854-3'>doi:10.1007/s10115-015-0854-3</a>.</span></span>"	"@article{ibrahim_discovering_2016,
    author = {Ibrahim, A. and Sastry, Shivakumar and Sastry, P. S.},
    title = {Discovering compressing serial episodes from event sequences},
    volume = {47},
    doi = {10.1007/s10115-015-0854-3},
    pages = {405--432},
    number = {2},
    journal = {Knowledge and Information Systems},
    year = {2016}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/Ibrahim16.pdf", "pdf")
bertens_insight_2017	17	Bertens (2017)	phdthesis	Roel Bertens	2017	Insight in Information : from Abstract to Anomaly		7.5	temporal	sequence	substructure	episodes				Doctoral dissertation based on <rkey>bertens_characterising_2014</rkey>,<rkey>bertens_efficiently_2017</rkey> and <rkey>bertens_keeping_2016</rkey>. Additionally using <alg>Ditto</alg> for <task>anomaly detection</task> in multivariate event sequences.	p.36:7.5,p.35,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bertens, Roel</span> (<span class='bib-block bib-when'>2017</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><em>Insight in Information : from Abstract to Anomaly</em>.</span>
PhD thesis, Universiteit Utrecht.</span>"	"@thesis{bertens_insight_2017,
    author = {Bertens, Roel},
    title = {Insight in Information : from Abstract to Anomaly},
    institution = {Universiteit Utrecht},
    type = {phdthesis},
    year = {2017}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BertensPHD17.pdf", "pdf")
bhattacharyya_efficiently_2017	23	Bhattacharyya and Vreeken (2017)	inproceedings	Apratim Bhattacharyya and Jilles Vreeken	2017	Efficiently summarising event sequences with rich interleaving patterns		7.5	temporal	sequence	substructure	episodes	<alg>Squish</alg>		Shannon-Fano, universal code for integers, indices over canonically ordered enumerations, prequential	Building on <alg>Sqs</alg>. Supporting rich interleaving and choice of events in the episodes (choicisodes).	p.36:7.5,p.35,p.36,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Bhattacharyya, Apratim and Jilles Vreeken</span> (<span class='bib-block bib-when'>2017</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Efficiently summarising event sequences with rich interleaving patterns.</span>
In <em>Proceedings of the 2017 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'17</em>. <span class='bibtex-protected'>SIAM</span>.</span>"	"@inproceedings{bhattacharyya_efficiently_2017,
    author = {Bhattacharyya, Apratim and Vreeken, Jilles},
    title = {Efficiently Summarising Event Sequences with Rich Interleaving Patterns},
    booktitle = {Proceedings of the 2017 {SIAM} International Conference on Data Mining, {SDM}'17},
    publisher = {{SIAM}},
    year = {2017}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BhattacharyyaV17.pdf", "pdf")
grosse_summarising_2017	62	Grosse and Vreeken (2017)	inproceedings	Kathrin Grosse and Jilles Vreeken	2017	Summarising event sequences using serial episodes and an ontology		7.5	temporal	sequence	substructure	episodes	<alg>Nemo</alg>		Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	Building on <alg>Sqs</alg>. Taking into account an ontology over the events.	p.36:7.5,p.35,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Grosse, Kathrin and Jilles Vreeken</span> (<span class='bib-block bib-when'>2017</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Summarising event sequences using serial episodes and an ontology.</span>
In <em>Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing @<span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'17</em>.</span>"	"@inproceedings{grosse_summarising_2017,
    author = {Grosse, Kathrin and Vreeken, Jilles},
    title = {Summarising Event Sequences using Serial Episodes and an Ontology},
    booktitle = {Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing @{ECML}/{PKDD}'17},
    year = {2017}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/GrosseV17.pdf", "pdf")
hinrichs_characterising_2017	71	Hinrichs and Vreeken (2017)	inproceedings	Frauke Hinrichs and Jilles Vreeken	2017	Characterising the difference and the norm between sequence databases		7.5	temporal	sequence	substructure	episodes	<alg>SqsNorm</alg>		Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	<task>Characterizing the differences</task> and similarities between sequence databases using <alg>Sqs</alg>. Akin to <alg>DiffNorm</alg>. 	p.36:7.5,p.35,p.36,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Hinrichs, Frauke and Jilles Vreeken</span> (<span class='bib-block bib-when'>2017</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Characterising the difference and the norm between sequence databases.</span>
In <em>Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing @<span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'17</em>.</span>"	"@inproceedings{hinrichs_characterising_2017,
    author = {Hinrichs, Frauke and Vreeken, Jilles},
    title = {Characterising the Difference and the Norm between Sequence Databases},
    booktitle = {Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing @{ECML}/{PKDD}'17},
    year = {2017}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/HinrichsV17.pdf", "pdf")
